🌟公告🌟,#genre#
龙在江湖,https://vip.ffzy-play.com/20221017/1755_28d3688d/index.m3u8
门徒,https://vip.ffzy-play.com/20221017/1787_03664048/index.m3u8
失孤,https://vip.ffzy-play1.com/20221018/299_06ee96a1/index.m3u8
人潮汹涌,https://vip.ffzy-play.com/20221018/1947_3d44a6ed/index.m3u8
上海十三太保,https://vip.ffzy-play.com/20221018/2003ef7be69/index.m3u8
暗战,https://vip.ffzy-online.com/20221015/583_fb343007/index.m3u8
侠圣,https://vip.ffzy-online.com/20221015/74196889fc/index.m3u8
狱中龙,https://vip.ffzy-play.com/20221015/999_d5886cd0/index.m3u8
至尊三十六计之偷天换日,https://vip.ffzy-play.com/20221015/1085_37999806/index.m3u8
至尊无上,https://vip.ffzy-play.com/20221015/1086_9576a463/index.m3u8
至尊无上II之永霸天下,https://vip.ffzy-play.com/20221015/1090_e30609f3/index.m3u8
兄弟之生死同盟,https://vip.ffzy-play.com/20221015/897_d3a4e80f/index.m3u8
新上海滩,https://vip.ffzy-play.com/20221015/880_937cdc1a/index.m3u8
精装追女仔之2,https://vip.ffzy-play6.com/20221116/7250_93049e15/index.m3u8
监狱风云1,https://vip.lz-cdn3.com/20230114/17167_f0f5a918/index.m3u8
监狱风云2,https://vip.lz-cdn3.com/20230114/17169_e351e7c8/index.m3u8
英雄本色1,https://vip.ffzy-play7.com/20221115/4617_be0491ea/index.m3u8
英雄本色2,https://vip.ffzy-play7.com/20221115/4807_eeca808f/index.m3u8
英雄本色3,https://vip.lz-cdn7.com/20230411/153064c1550f/index.m3u8
寒战2,https://vip.lz-cdn3.com/20220907/12892_5eb849b0/index.m3u8
澳门风云1,https://vip.ffzy-online.com/20221015/587_536debfc/index.m3u8
澳门风云2,https://vip.lz-cdn8.com/20220903/25590_a12ec6f7/index.m3u8
澳门风云3,https://vip.lz-cdn8.com/20220903/25592_5fdbb860/index.m3u8
赌神1,https://vip.ffzy-online.com/20221017/865_74da177a/index.m3u8
赌神2,https://vip.lz-cdn.com/20220622/20003_820596d4/index.m3u8
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
义不容辞,https://vip.ffzy-play7.com/20221208/8724_89db1c6d/index.m3u8
秋天的童话,https://vip.ffzy-play6.com/20221130/9473_24b3f22f/index.m3u8
精装追女仔,https://vip.ffzy-play7.com/20221115/4686_d56a5b6c/index.m3u8
精装追女仔之3狼之一族,https://vip.ffzy-play6.com/20221129/9346_67ee848d/index.m3u8
和平饭店,https://vip.ffzy-play6.com/20221129/9326_fb193a3f/index.m3u8
龙虎风云,https://vip.ffzy-play6.com/20221128/8945_9b4193cd/index.m3u8
大上海,https://vip.ffzy-play6.com/20221126/8327_89044d87/index.m3u8
义本无言,https://vip.ffzy-play6.com/20221116/7316_f568756b/index.m3u8
义胆红唇,https://vip.ffzy-play6.com/20221116/7315_8765f39c/index.m3u8
八星报喜,https://vip.ffzy-play6.com/20221116/7216_cb25f71a/index.m3u8
阿郎的故事,https://vip.ffzy-play6.com/20221116/7213_5f9198b2/index.m3u8
花旗少林,https://vip.ffzy-play6.com/20221112/6363_411e98e2/index.m3u8
英雄好汉,https://vip.ffzy-play.com/20221015/982ca5b5f9/index.m3u8
江湖龙虎斗,https://vip.ffzy-play7.com/20221115/46838b34b56/index.m3u8
喋血双雄,https://vip.ffzy-play7.com/20221115/4440_bd914a4d/index.m3u8
无双,https://vip.ffzy-play6.com/20221108/5250_e3bbb4e4/index.m3u8
辣手神探,https://vip.ffzy-play7.com/20221112/3526_ba428b29/index.m3u8
纵横四海,https://vip.ffzy-play7.com/20221112/3463_4e05c55e/index.m3u8
侠盗高飞,https://vip.ffzy-play7.com/20221112/3315_eef8cb87/index.m3u8
满城尽带黄金甲,https://vip.ffzy-play2.com/20221022/289_cc1b109c/index.m3u8
孔子,https://vip.ffzy-play6.com/20221027/2108_7c929ef0/index.m3u8
铜雀台,https://vip.ffzy-play6.com/20221019/200_4eede94c/index.m3u8
卧虎藏龙,https://vip.ffzy-play6.com/20221019/118_1367b8f6/index.m3u8
消失的女人,https://vip.ffzy-online2.com/20230521/37660_a7ca3135/index.m3u8
喜剧明星,https://vip.ffzy-play7.com/20230409/21692_463322cf/index.m3u8
离婚大战,https://vip.ffzy-play7.com/20230409/21638_281e50c4/index.m3u8
桃花运,https://vip.ffzy-play7.com/20230204/13202_2844d10a/index.m3u8
甲方乙方,https://vip.ffzy-play6.com/20221206/10068_4bfccafe/index.m3u8
天生胆小,https://vip.ffzy-play6.com/20221129/9417_4ed30e0d/index.m3u8
没完没了,https://vip.ffzy-play6.com/20221129/9376_7f06747a/index.m3u8
上海红美丽,https://vip.ffzy-play6.com/20221126/8466_47514053/index.m3u8
一步之遥,https://vip.ffzy-play2.com/20221122/120e24fce85/index.m3u8
黄河遥,https://vip.ffzy-play7.com/20221117/5148_d5633e82/index.m3u8
两只老虎,https://vip.ffzy-play7.com/20221117/5047_beb0a18c/index.m3u8
顽主,https://vip.ffzy-play7.com/20221115/4578_af3f092c/index.m3u8
过年,https://vip.ffzy-play6.com/20221112/6307_79a4bfc2/index.m3u8
不见不散,https://vip.ffzy-play7.com/20221112/3752_596da0f3/index.m3u8
半生缘,https://vip.ffzy-play7.com/20221112/3733_3f971a67/index.m3u8
霸王别姬,https://vip.ffzy-play7.com/20221112/3726_f8288d50/index.m3u8
秦颂,https://vip.ffzy-play7.com/20221112/3653_ad708d24/index.m3u8
有话好好说,https://vip.ffzy-play7.com/20221112/3406_98dc6f14/index.m3u8
命运呼叫转移,https://vip.ffzy-play6.com/20221030/2878_fd228534/index.m3u8
赵氏孤儿,https://vip.ffzy-play6.com/20221022/10773fbd377/index.m3u8
非诚勿扰,https://vip.ffzy-play2.com/20221021/162_cb2bb175/index.m3u8
非诚勿扰2,https://vip.ffzy-play2.com/20221021/163_a55441c0/index.m3u8
卡拉是条狗,https://vip.ffzy-play6.com/20221020/264_d622ce7f/index.m3u8
私人订制,https://vip.ffzy-play6.com/20221019/192_52684124/index.m3u8
手机,https://vip.ffzy-play6.com/20221019/107_6107b581/index.m3u8
古董局中局,https://vip.ffzy-online.com/20221017/983_2bd33011/index.m3u8
大腕,https://vip.ffzy-play6.com/20221019/66_5c1f5d09/index.m3u8
我和我的家乡,https://vip.ffzy-play1.com/20221018/517936e28c/index.m3u8
我和我的祖国,https://vip.ffzy-play1.com/20221018/512_4544d0ed/index.m3u8
活着,https://vip.ffzy-play.com/20221011/100_192cffb5/index.m3u8
疯狂的外星人,https://vip.ffzy-online2.com/20230607/38938_95adfc88/index.m3u8
疯狂的赛车,https://vip.ffzy-play2.com/20221021/169_37d917eb/index.m3u8
疯狂的石头,https://vip.ffzy-play2.com/20221021/170_91678c84/index.m3u8
你好北京,https://vip.ffzy-play7.com/20230416/22452_5318e52a/index.m3u8
第三个人,https://vip.ffzy-play7.com/20230407/21350_043ad4f7/index.m3u8
我和我的父辈,https://vip.ffzy-play7.com/20230307/17542_0c58cae5/index.m3u8
大唐玄奘,https://vip.ffzy-play7.com/20230306/17314_0230edb6/index.m3u8
江湖儿女,https://vip.ffzy-play7.com/20230205/13419_960c8951/index.m3u8
人再囧途之泰囧,https://vip.ffzy-play.com/20221018/19547e1adc8/index.m3u8
囧妈,https://vip.ffzy-online.com/20230122/54089_b5925cb9/index.m3u8
港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
一出好戏,https://vip.ffzy-play.com/20221015/949_ecf3b061/index.m3u8
奇迹,https://vip.ffzy-play7.com/20221125/6960c69f3cf/index.m3u8
说出你的秘密,https://vip.ffzy-play6.com/20221112/6077_927afdf1/index.m3u8
催眠大师,https://vip.ffzy-play7.com/20221028/433_adf31dfd/index.m3u8
心花路放,https://vip.ffzy-play6.com/20221027/2366_e83b4d22/index.m3u8
火星没事,https://vip.ffzy-play2.com/20221021/232_89153806/index.m3u8
夜店,https://vip.ffzy-play6.com/20221022/1049_8ee06bf6/index.m3u8
嘻游记,https://vip.ffzy-play6.com/20221022/1023_fae8e09f/index.m3u8
爱情呼叫转移,https://vip.ffzy-play2.com/20221021/64_ed0aeec3/index.m3u8
爱情呼叫转移Ⅱ：爱情左右,https://vip.ffzy-play2.com/20221021/65_57ffccd0/index.m3u8
摩登年代,https://vip.ffzy-play6.com/20221021/516_0ef76f45/index.m3u8
搞定岳父大人,https://vip.ffzy-play6.com/20221021/474_a64f2156/index.m3u8
春娇与志明,https://vip.ffzy-play6.com/20221021/4553670596/index.m3u8
一夜惊喜,https://vip.ffzy-play6.com/20221019/21225bbe08/index.m3u8
无人区,https://vip.ffzy-play6.com/20221019/203_ce8ad9b0/index.m3u8
记忆切割,https://vip.ffzy-play.com/20221017/1473_691592bd/index.m3u8
幕后玩家,https://vip.ffzy-play.com/20221018/1847_f9676687/index.m3u8
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
爱情神话,https://vip.ffzy-online.com/20221015/575_a2c32b8f/index.m3u8
超时空同居,https://vip.ffzy-online.com/20221015/745_b4a413ef/index.m3u8
僵尸先生,https://vip.ffzy-play7.com/20230507/24165_799a7b4a/index.m3u8
新僵尸先生,https://vip.ffzy-play6.com/20221129/94547cd067c/index.m3u8
灵幻先生,https://vip.ffzy-play7.com/20221115/4538_ddf6020e/index.m3u8
灵幻至尊,https://vip.ffzy-play7.com/20221112/3550_cbc3226a/index.m3u8
僵尸家族,https://vip.ffzy-play7.com/20221208/8822_26a70529/index.m3u8
僵尸至尊,https://vip.ffzy-play6.com/20221129/9344_44b64a1a/index.m3u8
音乐僵尸,https://vip.ffzy-play6.com/20221207/10627_09b3f2e5/index.m3u8
群龙戏凤,https://vip.ffzy-play7.com/20230423/2293b2b1c621/index.m3u8
钱作怪,https://vip.ffzy-play7.com/20230204/13185_290d13f1/index.m3u8
人吓人,https://vip.ffzy-play7.com/20230131/12897_66998969/index.m3u8
人吓鬼,https://vip.ffzy-play7.com/20221115/4745_3dce763c/index.m3u8
老虎田鸡,https://vip.ffzy-play7.com/20221224/9583_f95a6383/index.m3u8
洪熙官,https://vip.ffzy-play7.com/20221223/9380fb84a1d/index.m3u8
赞先生与找钱华,https://vip.ffzy-play6.com/20221207/10710_1642c7db/index.m3u8
英雄无泪,https://vip.ffzy-play6.com/20221207/10694_f9088e66/index.m3u8
猛鬼旅行团,https://vip.ffzy-play6.com/20221207/10600_7cbfb482/index.m3u8
猛鬼旅行团,https://vip.ffzy-play6.com/20221129/933792c1e13/index.m3u8
学校风云,https://vip.ffzy-play7.com/20221209/9209f4d986a/index.m3u8
时来运转,https://vip.ffzy-play7.com/20221209/9156_396eac04/index.m3u8
少林英雄,https://vip.ffzy-play6.com/20221206/10385_35db0937/index.m3u8
林世荣,https://vip.ffzy-play7.com/20221209/9096_70ae66c7/index.m3u8
鬼咬鬼,https://vip.ffzy-play7.com/20221208/8822_26a70529/index.m3u8
鬼打鬼,https://vip.ffzy-play7.com/20221115/4476_05997c13/index.m3u8
鬼打鬼之黄金道士,https://vip.ffzy-play6.com/20221112/6296_32b14901/index.m3u8
富贵列车,https://vip.ffzy-play7.com/20221206/8232_7462fce8/index.m3u8
驱魔警察,https://vip.ffzy-play6.com/20221205/9856_18a53055/index.m3u8
驱魔道长,https://vip.ffzy-play7.com/20221112/3670_136b232e/index.m3u8
钟馗嫁妹,https://vip.ffzy-play7.com/20221129/7746_6b5ae2e8/index.m3u8
追魂伞,https://vip.ffzy-play7.com/20221129/7753_bd15d501/index.m3u8
妖怪都市,https://vip.ffzy-play6.com/20221129/9462_bbbcc871/index.m3u8
黄飞鸿系列之一代宗师,https://vip.ffzy-play6.com/20221129/9335_097bc8c1/index.m3u8
黄大仙,https://vip.ffzy-play6.com/20221129/9334_1b618e68/index.m3u8
杂家小子,https://vip.ffzy-play6.com/20221128/926f18e5614/index.m3u8
三德和尚与舂米六,https://vip.ffzy-play6.com/20221128/9099_38718b59/index.m3u8
笑傲江湖,https://vip.ffzy-play7.com/20221129/7696_58fbd289/index.m3u8
神枪手与咖喱鸡,https://vip.ffzy-play7.com/20221129/7684_7ac9e104/index.m3u8
老虎煞星,https://vip.ffzy-play7.com/20221128/761ae4536d6/index.m3u8
福星高照,https://vip.ffzy-play6.com/20221128/8904_328483ba/index.m3u8
七小福,https://vip.ffzy-play6.com/20221117/7398_2ddb4dac/index.m3u8
血玫瑰,https://vip.ffzy-play6.com/20221116/7310_02f7420d/index.m3u8
咸鱼翻身,https://vip.ffzy-play6.com/20221116/7303_5bfc21ee/index.m3u8
霹雳大喇叭,https://vip.ffzy-play6.com/20221116/7273_4a3cfe1f/index.m3u8
赢钱专家,https://vip.ffzy-play6.com/20221113/6794_d514b390/index.m3u8
甩皮鬼,https://vip.ffzy-play6.com/20221112/643ce84a705/index.m3u8
画皮之阴阳法王,https://vip.ffzy-play6.com/20221112/6372_478fbcc6/index.m3u8
一眉道人,https://vip.ffzy-play7.com/20221115/4803_1731be32/index.m3u8
鬼干部,https://vip.ffzy-play6.com/20221112/6298_1dd44909/index.m3u8
天地玄门,https://vip.ffzy-play6.com/20221112/6127_d615f342/index.m3u8
密宗威龙,https://vip.ffzy-play7.com/20221112/3607_e49d9e93/index.m3u8
羞羞鬼,https://vip.ffzy-play7.com/20221112/3366_3a1a794c/index.m3u8

🌟剧集轮播,#genre#
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
重温经典频道,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8
重温经典频道,http://cdn3.132.us.kg/live/cwjd/stream.m3u8
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典频道,http://mtw.so/5NPX0U
琅琊榜电视剧,http://zby.xjqxz.top/lyb/live.m3u8
83射雕英雄传,http://home.wwang.pw:35455/yy/1354210357
95神雕侠侣粤,http://home.wwang.pw:35455/yy/1354926637
96笑傲江湖版,http://home.wwang.pw:35455/yy/1354930909
87经典红楼梦,http://home.wwang.pw:35455/yy/1382745084
新白娘子轮播,http://home.wwang.pw:35455/yy/1354930969
仙剑奇侠传剧,http://home.wwang.pw:35455/yy/1382749903
花千骨电视剧,http://home.wwang.pw:35455/yy/1354943110
鹊刀门传奇剧,http://home.wwang.pw:35455/yy/1355344777
三生三世轮播,http://zby.xjqxz.top/sssszss/live.m3u8
我的体育老师,http://home.wwang.pw:35455/yy/1382745169
如果岁月轮播,http://home.wwang.pw:35455/yy/1382736883
流金岁月轮播,http://home.wwang.pw:35455/yy/1382749906
我的前半生剧,http://home.wwang.pw:35455/yy/1382735564
伪装者电视剧,http://home.wwang.pw:35455/yy/1354936244
火蓝刀锋轮播,http://home.wwang.pw:35455/yy/1382737892
二炮手电视剧,http://home.wwang.pw:35455/yy/1354930964
炮神电视轮播,http://home.wwang.pw:35455/yy/22089862
风筝电视轮播,http://home.wwang.pw:35455/yy/1354931585
武林外传轮播,http://home.wwang.pw:35455/yy/1355652820



热门港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=5522351 
好先生台,http://huanqiuzhibo.cn/manifest/douyu.php?id=9650792 
庆余年台,http://huanqiuzhibo.cn/manifest/douyu.php?id=5908256 
爱情公寓,http://rihou.cc:555/huyad.php?id=11336726
士兵突击,http://rihou.cc:555/huyad.php?id=11342430
玄幻剧场,http://rihou.cc:555/huyad.php?id=11342414
联合抗日,http://rihou.cc:555/huyad.php?id=11352910
三国演义,http://rihou.cc:555/huyad.php?id=11602081
三国,http://rihou.cc:555/huyad.php?id=11352944
新水浒传,http://rihou.cc:555/huyad.php?id=11342384
神探狄仁杰2,http://rihou.cc:555/huyad.php?id=11342425
神雕侠侣,http://rihou.cc:555/huyad.php?id=11352964
笑傲江湖,http://rihou.cc:555/huyad.php?id=23865142
埋堆堆布衣神相,http://rihou.cc:555/huyad.php?id=23865036
纪晓岚,http://rihou.cc:555/huyad.php?id=11342396
雍正皇帝,http://rihou.cc:555/huyad.php?id=11342439
电视剧场一,http://rihou.cc:555/huyad.php?id=29465862
电视剧场二,http://rihou.cc:555/huyad.php?id=11336591
电视剧场三,http://rihou.cc:555/huyad.php?id=21059563
电视剧场四,http://rihou.cc:555/huyad.php?id=26355783
电视剧场五,http://rihou.cc:555/huyad.php?id=11352912
电视剧场六,http://rihou.cc:555/huyad.php?id=11352936
电视剧场七,http://rihou.cc:555/huyad.php?id=21059630
电视剧场八,http://rihou.cc:555/huyad.php?id=26355775
电视剧场九,http://rihou.cc:555/huyad.php?id=21059594
电视剧场十,http://rihou.cc:555/huyad.php?id=11336592
电视剧场十一,http://rihou.cc:555/huyad.php?id=11602088




















👉短剧频道👈,#genre#

逆命神医(96集),https://vd3.bdstatic.com/mda-peds8afg0055s0nh/720p/h264/1684091269327297304/mda-peds8afg0055s0nh.mp4
满月之下请相爱(100集),https://vd3.bdstatic.com/mda-pedkenasrhs239n2/sc/cae_h264/1684169079399702313/mda-pedkenasrhs239n2.mp4
落在生命里的光(100集),https://vd3.bdstatic.com/mda-pedgk34za4i2wsk4/720p/h264/1684066802676530455/mda-pedgk34za4i2wsk4.mp4
老街中的痞子(79集),https://vd3.bdstatic.com/mda-pedd0pjr3d230d6a/sc/cae_h264/1684151422563021066/mda-pedd0pjr3d230d6a.mp4
绝世龙帅(100集),https://vd3.bdstatic.com/mda-pectb75a7wb5zsgu/720p/h264/1684008093774139159/mda-pectb75a7wb5zsgu.mp4
浪子情仇(81集),https://vd3.bdstatic.com/mda-pecpz9ti97u1z825/720p/h264/1683998885326452646/mda-pecpz9ti97u1z825.mp4
昆仑强者(80集),https://vd3.bdstatic.com/mda-peck0hfux97mrc79/720p/h264/1683988862148442153/mda-peck0hfux97mrc79.mp4
都市药王医仙（61集）,https://vd4.bdstatic.com/mda-pe9p7t88g3zwkn0w/sc/cae_h264/1683812630561498452/mda-pe9p7t88g3zwkn0w.mp4
功夫医圣（80集）,https://vd2.bdstatic.com/mda-pe9qn6dabh5ppc6w/720p/h264/1683740514742579726/mda-pe9qn6dabh5ppc6w.mp4
古董风云（50集）,https://vd2.bdstatic.com/mda-pe9r3itz1thdrm9i/sc/cae_h264/1683796097451505310/mda-pe9r3itz1thdrm9i.mp4
九境霸主（113集）,https://vd2.bdstatic.com/mda-peasdcyvjkdf5nn6/720p/h264/1683833678473112939/mda-peasdcyvjkdf5nn6.mp4
庄少得罪妻难逃,https://vd4.bdstatic.com/mda-pidasrh5mj9ikfaf/sc/cae_h264/1694741687600700555/mda-pidasrh5mj9ikfaf.mp4
公主大人请赎罪,https://vd4.bdstatic.com/mda-pidaps9q6cr1f6yj/sc/cae_h264/1694741205249538787/mda-pidaps9q6cr1f6yj.mp4
逆袭1990 , https://vd3.bdstatic.com/mda-pic27fqea6gxshu3/sc/cae_h264/1694576577838370273/mda-pic27fqea6gxshu3.mp4
总裁老公身边的真假千金, https://vd4.bdstatic.com/mda-piaru4rz4ea5d3jr/sc/cae_h264/1694527130409630365/mda-piaru4rz4ea5d3jr.mp4
豪门战尊,https://vd4.bdstatic.com/mda-pi947rkiaa76hy2m/sc/cae_h264/1694346919481540355/mda-pi947rkiaa76hy2m.mp4
易容总裁前妻后悔了,https://vd3.bdstatic.com/mda-pi8hhip3c0gwjs8v/sc/cae_h264/1694291223790904476/mda-pi8hhip3c0gwjs8v.mp4
顶级豪门太子爷,https://vd3.bdstatic.com/mda-pi8hhbg56uhtbkxt/sc/cae_h264/1694293569901543683/mda-pi8hhbg56uhtbkxt.mp4
我的老婆是特工,https://vd3.bdstatic.com/mda-pi8hginfpu0srhru/720p/h264/1694269051746088241/mda-pi8hginfpu0srhru.mp4
顾少你的老婆找到了,https://vd3.bdstatic.com/mda-pi72zwkq28kxci62/sc/cae_h264/1694217756500480165/mda-pi72zwkq28kxci62.mp4
魔幻手机之重回2003,https://vd3.bdstatic.com/mda-pi72kjkh3bibqvfc/sc/cae_h264/1694215643936724842/mda-pi72kjkh3bibqvfc.mp4
离婚后冷爷他知错了,https://vd3.bdstatic.com/mda-pi6scbgcwrd7r2zr/sc/cae_h264/1694210199261123829/mda-pi6scbgcwrd7r2zr.mp4
迟来的心动,https://vd3.bdstatic.com/mda-pi5r0s19mnefdk88/sc/cae_h264/1694074495316287456/mda-pi5r0s19mnefdk88.mp4
巾帼神豪(95集),https://txmov2.a.kwimgs.com/bs3/video-hls/5228679273869081590_hlsb.m3u8
绝世医仙(93集),https://txmov2.a.kwimgs.com/bs3/video-hls/5251760220360466164_hlsb.m3u8
上门豪婿(94集),https://txmov2.a.kwimgs.com/bs3/video-hls/5226145996125317106_hlsb.m3u8
美女校花的风水大师(40集),https://txmov2.a.kwimgs.com/bs3/video-hls/5258797093473252232_hlsb.m3u8
富豪老公同学会(114集),https://txmov2.a.kwimgs.com/bs3/video-hls/5222205348866063631_hlsb.m3u8
狂飙风暴(88集),https://vd4.bdstatic.com/mda-pe9mfch4kg5gyf3s/sc/cae_h264/1683788994589438440/mda-pe9mfch4kg5gyf3s.mp4
都市最强继承者(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5232619920811866768_hlsb.m3u8
赘婿归来(101集),https://vd3.bdstatic.com/mda-pevb0xbdxkqavidi/720p/h264/1685433516028971486/mda-pevb0xbdxkqavidi.mp4
我有神仙微信群(81集),https://txmov2.a.kwimgs.com/bs3/video-hls/5189272774546429629_hlsb.m3u8
重生到卖女儿那天,https://vd4.bdstatic.com/mda-pd58y1bca4eqwdy1/sc/cae_h264/1680765030478096611/mda-pd58y1bca4eqwdy1.mp4
女老板的反击(100集),https://vd2.bdstatic.com/mda-pd63rfuh803uepji/720p/h264/1680837193888969534/mda-pd63rfuh803uepji.mp4
巨富同学会(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5238249422970059143_hlsb.m3u8
圣医女皇(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5205598323687222877_hlsb.m3u8
天骄医婿(102集),https://vd4.bdstatic.com/mda-pe7qsxras8c7mpx0/sc/cae_h264/1683613152590699530/mda-pe7qsxras8c7mpx0.mp4
霸爱为奴(100集),https://vd4.bdstatic.com/mda-pe89k65is9xdwqen/sc/cae_h264/1683667911711262079/mda-pe89k65is9xdwqen.mp4
都市逍遥神医(93集),https://vd4.bdstatic.com/mda-pe9f7u2qj8qi7r04/720p/h264/1683716481871424650/mda-pe9f7u2qj8qi7r04.mp4
桃运无双(105集),https://vd3.bdstatic.com/mda-pefd0weush6t8bnx/sc/cae_h264/1684372449915872808/mda-pefd0weush6t8bnx.mp4
双面狂少(83集),https://vd3.bdstatic.com/mda-pefcbtfwri86zgq2/sc/cae_h264/1684371888342144388/mda-pefcbtfwri86zgq2.mp4
圣王(100集),https://vd3.bdstatic.com/mda-peeuh83guh46806g/sc/cae_h264/1684290562908896240/mda-peeuh83guh46806g.mp4
偏执总裁的追妻路(93集),https://vd3.bdstatic.com/mda-peesbtb1ji4i07gy/sc/cae_h264/1684280053431635965/mda-peesbtb1ji4i07gy.mp4
美女总裁回乡过年(97集),https://vd3.bdstatic.com/mda-pedtu8rsvhbj5pdx/sc/cae_h264/1684177990536629531/mda-pedtu8rsvhbj5pdx.mp4
天龙战神(94集),https://vd3.bdstatic.com/mda-pefi3w616b8ujr88/720p/h264/1684243271973602840/mda-pefi3w616b8ujr88.mp4
历少强势锁婚(100集),https://vd3.bdstatic.com/mda-pegcxruwk0cxswv8/720p/h264/1684317268225808680/mda-pegcxruwk0cxswv8.mp4
仙武帝尊(78集),https://vd3.bdstatic.com/mda-pejcehn295ndg53i/720p/h264/1684573445328231835/mda-pejcehn295ndg53i.mp4
无尽轮回游戏(90集),https://vd3.bdstatic.com/mda-pejauu70iv7rhhim/sc/cae_h264/1684756063120101443/mda-pejauu70iv7rhhim.mp4
五万存款当首富(98集),https://vd3.bdstatic.com/mda-peitxirv8yxvmu8y/sc/cae_h264/1684702979466568288/mda-peitxirv8yxvmu8y.mp4
我在会所当赘婿(96集),https://vd3.bdstatic.com/mda-peir5pkh2d6rir68/sc/cae_h264/1684702706339253199/mda-peir5pkh2d6rir68.mp4
《龙年大吉之衣锦还乡》,https://ikcdn01.ikzybf.com/20240219/DSEJuK59/index.m3u8
功夫医圣(80集),https://vd2.bdstatic.com/mda-pe9qn6dabh5ppc6w/720p/h264/1683740514742579726/mda-pe9qn6dabh5ppc6w.mp4
古董风云(50集),https://vd2.bdstatic.com/mda-pe9r3itz1thdrm9i/sc/cae_h264/1683796097451505310/mda-pe9r3itz1thdrm9i.mp4
九境霸主(113集),https://vd2.bdstatic.com/mda-peasdcyvjkdf5nn6/720p/h264/1683833678473112939/mda-peasdcyvjkdf5nn6.mp4
天才萌宝傲娇妻,https://vd3.bdstatic.com/mda-pg54prq7iief96za/cae_h264/1688647056830051477/mda-pg54prq7iief96za.mp4
本宫要你好看,https://vd3.bdstatic.com/mda-pg54pjtymbbskr6x/360p/h264/1688615253650776568/mda-pg54pjtymbbskr6x.mp4
逍遥阎君,https://vd3.bdstatic.com/mda-pg54ph80hs9v9urb/360p/h264/1688615178175086103/mda-pg54ph80hs9v9urb.mp4
总裁夫人竟是全能大佬,https://vd3.bdstatic.com/mda-pg54p6y22e6qpgve/cae_h264/1688645365941237291/mda-pg54p6y22e6qpgve.mp4
败家千金要退婚,https://vd3.bdstatic.com/mda-pg4fe59chriab51i/360p/h264/1688555693839206082/mda-pg4fe59chriab51i.mp4巾帼神豪(95集),https://txmov2.a.kwimgs.com/bs3/video-hls/5228679273869081590_hlsb.m3u8
绝世医仙(93集),https://txmov2.a.kwimgs.com/bs3/video-hls/5251760220360466164_hlsb.m3u8
上门豪婿(94集),https://txmov2.a.kwimgs.com/bs3/video-hls/5226145996125317106_hlsb.m3u8
美女校花的风水大师(40集),https://txmov2.a.kwimgs.com/bs3/video-hls/5258797093473252232_hlsb.m3u8
富豪老公同学会(114集),https://txmov2.a.kwimgs.com/bs3/video-hls/5222205348866063631_hlsb.m3u8
狂飙风暴(88集),https://vd4.bdstatic.com/mda-pe9mfch4kg5gyf3s/sc/cae_h264/1683788994589438440/mda-pe9mfch4kg5gyf3s.mp4
我有神仙微信群(81集),https://txmov2.a.kwimgs.com/bs3/video-hls/5189272774546429629_hlsb.m3u8
重生到卖女儿那天,https://vd4.bdstatic.com/mda-pd58y1bca4eqwdy1/sc/cae_h264/1680765030478096611/mda-pd58y1bca4eqwdy1.mp4
巨富同学会(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5238249422970059143_hlsb.m3u8
圣医女皇(100集),https://txmov2.a.kwimgs.com/bs3/video-hls/5205598323687222877_hlsb.m3u8
霸爱为奴(100集),https://vd4.bdstatic.com/mda-pe89k65is9xdwqen/sc/cae_h264/1683667911711262079/mda-pe89k65is9xdwqen.mp4
都市逍遥神医(93集),https://vd4.bdstatic.com/mda-pe9f7u2qj8qi7r04/720p/h264/1683716481871424650/mda-pe9f7u2qj8qi7r04.mp4
都市药王医仙(61集),https://vd4.bdstatic.com/mda-pe9p7t88g3zwkn0w/sc/cae_h264/1683812630561498452/mda-pe9p7t88g3zwkn0w.mp4


🌟虎埋堆堆,#genre#
埋堆堆 𝟙,http://rihou.cc:555/huyad.php?id=23740156
埋堆堆 𝟚,http://rihou.cc:555/huyad.php?id=23749096
埋堆堆 𝟛,http://rihou.cc:555/huyad.php?id=23735126
埋堆堆 𝟜,http://rihou.cc:555/huyad.php?id=23903123
埋堆堆 𝟝,http://rihou.cc:555/huyad.php?id=23734169
埋堆堆 𝟞,http://rihou.cc:555/huyad.php?id=23863804
